,Year,Quarter,Month,Day,% Units Market Share,% Units Market Share R12M
2986,2007,Qtr 1,March,6,0.0%,0.00%
2987,2007,Qtr 1,March,7,0.0%,0.00%
2988,2007,Qtr 1,March,8,0.0%,0.00%
2989,2007,Qtr 1,March,9,0.0%,0.00%
2990,2007,Qtr 1,March,10,0.0%,0.00%
2991,2007,Qtr 1,March,11,0.0%,0.00%
2992,2007,Qtr 1,March,12,0.0%,0.00%
2993,2007,Qtr 1,March,13,0.0%,0.00%
2994,2007,Qtr 1,March,14,0.0%,0.00%
2995,2007,Qtr 1,March,15,0.0%,0.00%
2996,2007,Qtr 1,March,16,0.0%,0.00%
2997,2007,Qtr 1,March,17,0.0%,0.00%
2998,2007,Qtr 1,March,18,0.0%,0.00%
2999,2007,Qtr 1,March,19,0.0%,0.00%
3000,2007,Qtr 1,March,20,0.0%,0.00%
3001,2007,Qtr 1,March,21,0.0%,0.00%
3002,2007,Qtr 1,March,22,0.0%,0.00%
3003,2007,Qtr 1,March,23,0.0%,0.00%
3004,2007,Qtr 1,March,24,0.0%,0.00%
3005,2007,Qtr 1,March,25,0.0%,0.00%
3006,2007,Qtr 1,March,26,0.0%,0.00%
3007,2007,Qtr 1,March,27,0.0%,0.00%
3008,2007,Qtr 1,March,28,0.0%,0.00%
3009,2007,Qtr 1,March,29,0.0%,0.00%
3010,2007,Qtr 1,March,30,0.0%,0.00%
3011,2007,Qtr 1,March,31,0.0%,0.00%
3012,2007,Qtr 2,April,1,0.0%,0.00%
3013,2007,Qtr 2,April,2,0.0%,0.00%
3014,2007,Qtr 2,April,3,0.0%,0.00%
3015,2007,Qtr 2,April,4,0.0%,0.00%
3016,2007,Qtr 2,April,5,0.0%,0.00%
3017,2007,Qtr 2,April,6,0.0%,0.00%
3018,2007,Qtr 2,April,7,0.0%,0.00%
3019,2007,Qtr 2,April,8,0.0%,0.00%
3020,2007,Qtr 2,April,9,0.0%,0.00%
3021,2007,Qtr 2,April,10,0.0%,0.00%
3022,2007,Qtr 2,April,11,0.0%,0.00%
3023,2007,Qtr 2,April,12,0.0%,0.00%
3024,2007,Qtr 2,April,13,0.0%,0.00%
3025,2007,Qtr 2,April,14,0.0%,0.00%
3026,2007,Qtr 2,April,15,0.0%,0.00%
3027,2007,Qtr 2,April,16,0.0%,0.00%
3028,2007,Qtr 2,April,17,0.0%,0.00%
3029,2007,Qtr 2,April,18,0.0%,0.00%
3030,2007,Qtr 2,April,19,0.0%,0.00%
3031,2007,Qtr 2,April,20,0.0%,0.00%
3032,2007,Qtr 2,April,21,0.0%,0.00%
3033,2007,Qtr 2,April,22,0.0%,0.00%
3034,2007,Qtr 2,April,23,0.0%,0.00%
3035,2007,Qtr 2,April,24,0.0%,0.00%
3036,2007,Qtr 2,April,25,0.0%,0.00%
3037,2007,Qtr 2,April,26,0.0%,0.00%
3038,2007,Qtr 2,April,27,0.0%,0.00%
3039,2007,Qtr 2,April,28,0.0%,0.00%
3040,2007,Qtr 2,April,29,0.0%,0.00%
3041,2007,Qtr 2,April,30,0.0%,0.00%
3042,2007,Qtr 2,May,1,0.0%,0.00%
3043,2007,Qtr 2,May,2,0.0%,0.00%
3044,2007,Qtr 2,May,3,0.0%,0.00%
3045,2007,Qtr 2,May,4,0.0%,0.00%
3046,2007,Qtr 2,May,5,0.0%,0.00%
3047,2007,Qtr 2,May,6,0.0%,0.00%
3048,2007,Qtr 2,May,7,0.0%,0.00%
3049,2007,Qtr 2,May,8,0.0%,0.00%
3050,2007,Qtr 2,May,9,0.0%,0.00%
3051,2007,Qtr 2,May,10,0.0%,0.00%
3052,2007,Qtr 2,May,11,0.0%,0.00%
3053,2007,Qtr 2,May,12,0.0%,0.00%
3054,2007,Qtr 2,May,13,0.0%,0.00%
3055,2007,Qtr 2,May,14,0.0%,0.00%
3056,2007,Qtr 2,May,15,0.0%,0.00%
3057,2007,Qtr 2,May,16,0.0%,0.00%
3058,2007,Qtr 2,May,17,0.0%,0.00%
3059,2007,Qtr 2,May,18,0.0%,0.00%
3060,2007,Qtr 2,May,19,0.0%,0.00%
3061,2007,Qtr 2,May,20,0.0%,0.00%
3062,2007,Qtr 2,May,21,0.0%,0.00%
3063,2007,Qtr 2,May,22,0.0%,0.00%
3064,2007,Qtr 2,May,23,0.0%,0.00%
3065,2007,Qtr 2,May,24,0.0%,0.00%
3066,2007,Qtr 2,May,25,0.0%,0.00%
3067,2007,Qtr 2,May,26,0.0%,0.00%
3068,2007,Qtr 2,May,27,0.0%,0.00%
3069,2007,Qtr 2,May,28,0.0%,0.00%
3070,2007,Qtr 2,May,29,0.0%,0.00%
3071,2007,Qtr 2,May,30,0.0%,0.00%
3072,2007,Qtr 2,May,31,0.0%,0.00%
3073,2007,Qtr 2,June,1,0.0%,0.00%
3074,2007,Qtr 2,June,2,0.0%,0.00%
3075,2007,Qtr 2,June,3,0.0%,0.00%
3076,2007,Qtr 2,June,4,0.0%,0.00%
3077,2007,Qtr 2,June,5,0.0%,0.00%
3078,2007,Qtr 2,June,6,0.0%,0.00%
3079,2007,Qtr 2,June,7,0.0%,0.00%
3080,2007,Qtr 2,June,8,0.0%,0.00%
3081,2007,Qtr 2,June,9,0.0%,0.00%
3082,2007,Qtr 2,June,10,0.0%,0.00%
3083,2007,Qtr 2,June,11,0.0%,0.00%
3084,2007,Qtr 2,June,12,0.0%,0.00%
3085,2007,Qtr 2,June,13,0.0%,0.00%
3086,2007,Qtr 2,June,14,0.0%,0.00%
3087,2007,Qtr 2,June,15,0.0%,0.00%
3088,2007,Qtr 2,June,16,0.0%,0.00%
3089,2007,Qtr 2,June,17,0.0%,0.00%
3090,2007,Qtr 2,June,18,0.0%,0.00%
3091,2007,Qtr 2,June,19,0.0%,0.00%
3092,2007,Qtr 2,June,20,0.0%,0.00%
3093,2007,Qtr 2,June,21,0.0%,0.00%
3094,2007,Qtr 2,June,22,0.0%,0.00%
3095,2007,Qtr 2,June,23,0.0%,0.00%
3096,2007,Qtr 2,June,24,0.0%,0.00%
3097,2007,Qtr 2,June,25,0.0%,0.00%
3098,2007,Qtr 2,June,26,0.0%,0.00%
3099,2007,Qtr 2,June,27,0.0%,0.00%
3100,2007,Qtr 2,June,28,0.0%,0.00%
3101,2007,Qtr 2,June,29,0.0%,0.00%
3102,2007,Qtr 2,June,30,0.0%,0.00%
3103,2007,Qtr 3,July,1,0.0%,0.00%
3104,2007,Qtr 3,July,2,0.0%,0.00%
3105,2007,Qtr 3,July,3,0.0%,0.00%
3106,2007,Qtr 3,July,4,0.0%,0.00%
3107,2007,Qtr 3,July,5,0.0%,0.00%
3108,2007,Qtr 3,July,6,0.0%,0.00%
3109,2007,Qtr 3,July,7,0.0%,0.00%
3110,2007,Qtr 3,July,8,0.0%,0.00%
3111,2007,Qtr 3,July,9,0.0%,0.00%
3112,2007,Qtr 3,July,10,0.0%,0.00%
3113,2007,Qtr 3,July,11,0.0%,0.00%
3114,2007,Qtr 3,July,12,0.0%,0.00%
3115,2007,Qtr 3,July,13,0.0%,0.00%
3116,2007,Qtr 3,July,14,0.0%,0.00%
3117,2007,Qtr 3,July,15,0.0%,0.00%
3118,2007,Qtr 3,July,16,0.0%,0.00%
3119,2007,Qtr 3,July,17,0.0%,0.00%
3120,2007,Qtr 3,July,18,0.0%,0.00%
3121,2007,Qtr 3,July,19,0.0%,0.00%
3122,2007,Qtr 3,July,20,0.0%,0.00%
3123,2007,Qtr 3,July,21,0.0%,0.00%
3124,2007,Qtr 3,July,22,0.0%,0.00%
3125,2007,Qtr 3,July,23,0.0%,0.00%
3126,2007,Qtr 3,July,24,0.0%,0.00%
3127,2007,Qtr 3,July,25,0.0%,0.00%
3128,2007,Qtr 3,July,26,0.0%,0.00%
3129,2007,Qtr 3,July,27,0.0%,0.00%
3130,2007,Qtr 3,July,28,0.0%,0.00%
3131,2007,Qtr 3,July,29,0.0%,0.00%
3132,2007,Qtr 3,July,30,0.0%,0.00%
3133,2007,Qtr 3,July,31,0.0%,0.00%
3134,2007,Qtr 3,August,1,0.0%,0.00%
3135,2007,Qtr 3,August,2,0.0%,0.00%
3136,2007,Qtr 3,August,3,0.0%,0.00%
3137,2007,Qtr 3,August,4,0.0%,0.00%
3138,2007,Qtr 3,August,5,0.0%,0.00%
3139,2007,Qtr 3,August,6,0.0%,0.00%
3140,2007,Qtr 3,August,7,0.0%,0.00%
3141,2007,Qtr 3,August,8,0.0%,0.00%
3142,2007,Qtr 3,August,9,0.0%,0.00%
3143,2007,Qtr 3,August,10,0.0%,0.00%
3144,2007,Qtr 3,August,11,0.0%,0.00%
3145,2007,Qtr 3,August,12,0.0%,0.00%
3146,2007,Qtr 3,August,13,0.0%,0.00%
3147,2007,Qtr 3,August,14,0.0%,0.00%
3148,2007,Qtr 3,August,15,0.0%,0.00%
3149,2007,Qtr 3,August,16,0.0%,0.00%
3150,2007,Qtr 3,August,17,0.0%,0.00%
3151,2007,Qtr 3,August,18,0.0%,0.00%
3152,2007,Qtr 3,August,19,0.0%,0.00%
3153,2007,Qtr 3,August,20,0.0%,0.00%
3154,2007,Qtr 3,August,21,0.0%,0.00%
3155,2007,Qtr 3,August,22,0.0%,0.00%
3156,2007,Qtr 3,August,23,0.0%,0.00%
3157,2007,Qtr 3,August,24,0.0%,0.00%
3158,2007,Qtr 3,August,25,0.0%,0.00%
3159,2007,Qtr 3,August,26,0.0%,0.00%
3160,2007,Qtr 3,August,27,0.0%,0.00%
3161,2007,Qtr 3,August,28,0.0%,0.00%
3162,2007,Qtr 3,August,29,0.0%,0.00%
3163,2007,Qtr 3,August,30,0.0%,0.00%
3164,2007,Qtr 3,August,31,0.0%,0.00%
3165,2007,Qtr 3,September,1,0.0%,0.00%
3166,2007,Qtr 3,September,2,0.0%,0.00%
3167,2007,Qtr 3,September,3,0.0%,0.00%
3168,2007,Qtr 3,September,4,0.0%,0.00%
3169,2007,Qtr 3,September,5,0.0%,0.00%
3170,2007,Qtr 3,September,6,0.0%,0.00%
3171,2007,Qtr 3,September,7,0.0%,0.00%
3172,2007,Qtr 3,September,8,0.0%,0.00%
3173,2007,Qtr 3,September,9,0.0%,0.00%
3174,2007,Qtr 3,September,10,0.0%,0.00%
3175,2007,Qtr 3,September,11,0.0%,0.00%
3176,2007,Qtr 3,September,12,0.0%,0.00%
3177,2007,Qtr 3,September,13,0.0%,0.00%
3178,2007,Qtr 3,September,14,0.0%,0.00%
3179,2007,Qtr 3,September,15,0.0%,0.00%
3180,2007,Qtr 3,September,16,0.0%,0.00%
3181,2007,Qtr 3,September,17,0.0%,0.00%
3182,2007,Qtr 3,September,18,0.0%,0.00%
3183,2007,Qtr 3,September,19,0.0%,0.00%
3184,2007,Qtr 3,September,20,0.0%,0.00%
3185,2007,Qtr 3,September,21,0.0%,0.00%
3186,2007,Qtr 3,September,22,0.0%,0.00%
3187,2007,Qtr 3,September,23,0.0%,0.00%
3188,2007,Qtr 3,September,24,0.0%,0.00%
3189,2007,Qtr 3,September,25,0.0%,0.00%
3190,2007,Qtr 3,September,26,0.0%,0.00%
3191,2007,Qtr 3,September,27,0.0%,0.00%
3192,2007,Qtr 3,September,28,0.0%,0.00%
3193,2007,Qtr 3,September,29,0.0%,0.00%
3194,2007,Qtr 3,September,30,0.0%,0.00%
3195,2007,Qtr 4,October,1,0.0%,0.00%
3196,2007,Qtr 4,October,2,0.0%,0.00%
3197,2007,Qtr 4,October,3,0.0%,0.00%
3198,2007,Qtr 4,October,4,0.0%,0.00%
3199,2007,Qtr 4,October,5,0.0%,0.00%
3200,2007,Qtr 4,October,6,0.0%,0.00%
3201,2007,Qtr 4,October,7,0.0%,0.00%
3202,2007,Qtr 4,October,8,0.0%,0.00%
3203,2007,Qtr 4,October,9,0.0%,0.00%
3204,2007,Qtr 4,October,10,0.0%,0.00%
3205,2007,Qtr 4,October,11,0.0%,0.00%
3206,2007,Qtr 4,October,12,0.0%,0.00%
3207,2007,Qtr 4,October,13,0.0%,0.00%
3208,2007,Qtr 4,October,14,0.0%,0.00%
3209,2007,Qtr 4,October,15,0.0%,0.00%
3210,2007,Qtr 4,October,16,0.0%,0.00%
3211,2007,Qtr 4,October,17,0.0%,0.00%
3212,2007,Qtr 4,October,18,0.0%,0.00%
3213,2007,Qtr 4,October,19,0.0%,0.00%
3214,2007,Qtr 4,October,20,0.0%,0.00%
3215,2007,Qtr 4,October,21,0.0%,0.00%
3216,2007,Qtr 4,October,22,0.0%,0.00%
3217,2007,Qtr 4,October,23,0.0%,0.00%
3218,2007,Qtr 4,October,24,0.0%,0.00%
3219,2007,Qtr 4,October,25,0.0%,0.00%
3220,2007,Qtr 4,October,26,0.0%,0.00%
3221,2007,Qtr 4,October,27,0.0%,0.00%
3222,2007,Qtr 4,October,28,0.0%,0.00%
3223,2007,Qtr 4,October,29,0.0%,0.00%
3224,2007,Qtr 4,October,30,0.0%,0.00%
3225,2007,Qtr 4,October,31,0.0%,0.00%
3226,2007,Qtr 4,November,1,0.0%,0.00%
3227,2007,Qtr 4,November,2,0.0%,0.00%
3228,2007,Qtr 4,November,3,0.0%,0.00%
3229,2007,Qtr 4,November,4,0.0%,0.00%
3230,2007,Qtr 4,November,5,0.0%,0.00%
3231,2007,Qtr 4,November,6,0.0%,0.00%
3232,2007,Qtr 4,November,7,0.0%,0.00%
3233,2007,Qtr 4,November,8,0.0%,0.00%
3234,2007,Qtr 4,November,9,0.0%,0.00%
3235,2007,Qtr 4,November,10,0.0%,0.00%
3236,2007,Qtr 4,November,11,0.0%,0.00%
3237,2007,Qtr 4,November,12,0.0%,0.00%
3238,2007,Qtr 4,November,13,0.0%,0.00%
3239,2007,Qtr 4,November,14,0.0%,0.00%
3240,2007,Qtr 4,November,15,0.0%,0.00%
3241,2007,Qtr 4,November,16,0.0%,0.00%
3242,2007,Qtr 4,November,17,0.0%,0.00%
3243,2007,Qtr 4,November,18,0.0%,0.00%
3244,2007,Qtr 4,November,19,0.0%,0.00%
3245,2007,Qtr 4,November,20,0.0%,0.00%
3246,2007,Qtr 4,November,21,0.0%,0.00%
3247,2007,Qtr 4,November,22,0.0%,0.00%
3248,2007,Qtr 4,November,23,0.0%,0.00%
3249,2007,Qtr 4,November,24,0.0%,0.00%
3250,2007,Qtr 4,November,25,0.0%,0.00%
3251,2007,Qtr 4,November,26,0.0%,0.00%
3252,2007,Qtr 4,November,27,0.0%,0.00%
3253,2007,Qtr 4,November,28,0.0%,0.00%
3254,2007,Qtr 4,November,29,0.0%,0.00%
3255,2007,Qtr 4,November,30,0.0%,0.00%
3256,2007,Qtr 4,December,1,0.0%,0.00%
3257,2007,Qtr 4,December,2,0.0%,0.00%
3258,2007,Qtr 4,December,3,0.0%,0.00%
3259,2007,Qtr 4,December,4,0.0%,0.00%
3260,2007,Qtr 4,December,5,0.0%,0.00%
3261,2007,Qtr 4,December,6,0.0%,0.00%
3262,2007,Qtr 4,December,7,0.0%,0.00%
3263,2007,Qtr 4,December,8,0.0%,0.00%
3264,2007,Qtr 4,December,9,0.0%,0.00%
3265,2007,Qtr 4,December,10,0.0%,0.00%
3266,2007,Qtr 4,December,11,0.0%,0.00%
3267,2007,Qtr 4,December,12,0.0%,0.00%
3268,2007,Qtr 4,December,13,0.0%,0.00%
3269,2007,Qtr 4,December,14,0.0%,0.00%
3270,2007,Qtr 4,December,15,0.0%,0.00%
3271,2007,Qtr 4,December,16,0.0%,0.00%
3272,2007,Qtr 4,December,17,0.0%,0.00%
3273,2007,Qtr 4,December,18,0.0%,0.00%
3274,2007,Qtr 4,December,19,0.0%,0.00%
3275,2007,Qtr 4,December,20,0.0%,0.00%
3276,2007,Qtr 4,December,21,0.0%,0.00%
3277,2007,Qtr 4,December,22,0.0%,0.00%
3278,2007,Qtr 4,December,23,0.0%,0.00%
3279,2007,Qtr 4,December,24,0.0%,0.00%
3280,2007,Qtr 4,December,25,0.0%,0.00%
3281,2007,Qtr 4,December,26,0.0%,0.00%
3282,2007,Qtr 4,December,27,0.0%,0.00%
3283,2007,Qtr 4,December,28,0.0%,0.00%
3284,2007,Qtr 4,December,29,0.0%,0.00%
3285,2007,Qtr 4,December,30,0.0%,0.00%
3286,2007,Qtr 4,December,31,0.0%,0.00%
3287,2008,Qtr 1,January,1,0.0%,0.00%
3288,2008,Qtr 1,January,2,0.0%,0.00%
3289,2008,Qtr 1,January,3,0.0%,0.00%
3290,2008,Qtr 1,January,4,0.0%,0.00%
3291,2008,Qtr 1,January,5,0.0%,0.00%
3292,2008,Qtr 1,January,6,0.0%,0.00%
3293,2008,Qtr 1,January,7,0.0%,0.00%
3294,2008,Qtr 1,January,8,0.0%,0.00%
3295,2008,Qtr 1,January,9,0.0%,0.00%
3296,2008,Qtr 1,January,10,0.0%,0.00%
3297,2008,Qtr 1,January,11,0.0%,0.00%
3298,2008,Qtr 1,January,12,0.0%,0.00%
3299,2008,Qtr 1,January,13,0.0%,0.00%
3300,2008,Qtr 1,January,14,0.0%,0.00%
3301,2008,Qtr 1,January,15,0.0%,0.00%
3302,2008,Qtr 1,January,16,0.0%,0.00%
3303,2008,Qtr 1,January,17,0.0%,0.00%
3304,2008,Qtr 1,January,18,0.0%,0.00%
3305,2008,Qtr 1,January,19,0.0%,0.00%
3306,2008,Qtr 1,January,20,0.0%,0.00%
3307,2008,Qtr 1,January,21,0.0%,0.00%
3308,2008,Qtr 1,January,22,0.0%,0.00%
3309,2008,Qtr 1,January,23,0.0%,0.00%
3310,2008,Qtr 1,January,24,0.0%,0.00%
3311,2008,Qtr 1,January,25,0.0%,0.00%
3312,2008,Qtr 1,January,26,0.0%,0.00%
3313,2008,Qtr 1,January,27,0.0%,0.00%
3314,2008,Qtr 1,January,28,0.0%,0.00%
3315,2008,Qtr 1,January,29,0.0%,0.00%
3316,2008,Qtr 1,January,30,0.0%,0.00%
3317,2008,Qtr 1,January,31,0.0%,0.00%
3318,2008,Qtr 1,February,1,0.0%,0.00%
3319,2008,Qtr 1,February,2,0.0%,0.00%
3320,2008,Qtr 1,February,3,0.0%,0.00%
3321,2008,Qtr 1,February,4,0.0%,0.00%
3322,2008,Qtr 1,February,5,0.0%,0.00%
3323,2008,Qtr 1,February,6,0.0%,0.00%
3324,2008,Qtr 1,February,7,0.0%,0.00%
3325,2008,Qtr 1,February,8,0.0%,0.00%
3326,2008,Qtr 1,February,9,0.0%,0.00%
3327,2008,Qtr 1,February,10,0.0%,0.00%
3328,2008,Qtr 1,February,11,0.0%,0.00%
3329,2008,Qtr 1,February,12,0.0%,0.00%
3330,2008,Qtr 1,February,13,0.0%,0.00%
3331,2008,Qtr 1,February,14,0.0%,0.00%
3332,2008,Qtr 1,February,15,0.0%,0.00%
3333,2008,Qtr 1,February,16,0.0%,0.00%
3334,2008,Qtr 1,February,17,0.0%,0.00%
3335,2008,Qtr 1,February,18,0.0%,0.00%
3336,2008,Qtr 1,February,19,0.0%,0.00%
3337,2008,Qtr 1,February,20,0.0%,0.00%
3338,2008,Qtr 1,February,21,0.0%,0.00%
3339,2008,Qtr 1,February,22,0.0%,0.00%
3340,2008,Qtr 1,February,23,0.0%,0.00%
3341,2008,Qtr 1,February,24,0.0%,0.00%
3342,2008,Qtr 1,February,25,0.0%,0.00%
3343,2008,Qtr 1,February,26,0.0%,0.00%
3344,2008,Qtr 1,February,27,0.0%,0.00%
3345,2008,Qtr 1,February,28,0.0%,0.00%
3346,2008,Qtr 1,February,29,0.0%,0.00%
3347,2008,Qtr 1,March,1,0.0%,0.00%
3348,2008,Qtr 1,March,2,0.0%,0.00%
3349,2008,Qtr 1,March,3,0.0%,0.00%
3350,2008,Qtr 1,March,4,0.0%,0.00%
3351,2008,Qtr 1,March,5,0.0%,0.00%
3352,2008,Qtr 1,March,6,0.0%,0.00%
3353,2008,Qtr 1,March,7,0.0%,0.00%
3354,2008,Qtr 1,March,8,0.0%,0.00%
3355,2008,Qtr 1,March,9,0.0%,0.00%
3356,2008,Qtr 1,March,10,0.0%,0.00%
3357,2008,Qtr 1,March,11,0.0%,0.00%
3358,2008,Qtr 1,March,12,0.0%,0.00%
3359,2008,Qtr 1,March,13,0.0%,0.00%
3360,2008,Qtr 1,March,14,0.0%,0.00%
3361,2008,Qtr 1,March,15,0.0%,0.00%
3362,2008,Qtr 1,March,16,0.0%,0.00%
3363,2008,Qtr 1,March,17,0.0%,0.00%
3364,2008,Qtr 1,March,18,0.0%,0.00%
3365,2008,Qtr 1,March,19,0.0%,0.00%
3366,2008,Qtr 1,March,20,0.0%,0.00%
3367,2008,Qtr 1,March,21,0.0%,0.00%
3368,2008,Qtr 1,March,22,0.0%,0.00%
3369,2008,Qtr 1,March,23,0.0%,0.00%
3370,2008,Qtr 1,March,24,0.0%,0.00%
3371,2008,Qtr 1,March,25,0.0%,0.00%
3372,2008,Qtr 1,March,26,0.0%,0.00%
3373,2008,Qtr 1,March,27,0.0%,0.00%
3374,2008,Qtr 1,March,28,0.0%,0.00%
3375,2008,Qtr 1,March,29,0.0%,0.00%
3376,2008,Qtr 1,March,30,0.0%,0.00%
3377,2008,Qtr 1,March,31,0.0%,0.00%
3378,2008,Qtr 2,April,1,0.0%,0.00%
3379,2008,Qtr 2,April,2,0.0%,0.00%
3380,2008,Qtr 2,April,3,0.0%,0.00%
3381,2008,Qtr 2,April,4,0.0%,0.00%
3382,2008,Qtr 2,April,5,0.0%,0.00%
3383,2008,Qtr 2,April,6,0.0%,0.00%
3384,2008,Qtr 2,April,7,0.0%,0.00%
3385,2008,Qtr 2,April,8,0.0%,0.00%
3386,2008,Qtr 2,April,9,0.0%,0.00%
3387,2008,Qtr 2,April,10,0.0%,0.00%
3388,2008,Qtr 2,April,11,0.0%,0.00%
3389,2008,Qtr 2,April,12,0.0%,0.00%
3390,2008,Qtr 2,April,13,0.0%,0.00%
3391,2008,Qtr 2,April,14,0.0%,0.00%
3392,2008,Qtr 2,April,15,0.0%,0.00%
3393,2008,Qtr 2,April,16,0.0%,0.00%
3394,2008,Qtr 2,April,17,0.0%,0.00%
3395,2008,Qtr 2,April,18,0.0%,0.00%
3396,2008,Qtr 2,April,19,0.0%,0.00%
3397,2008,Qtr 2,April,20,0.0%,0.00%
3398,2008,Qtr 2,April,21,0.0%,0.00%
3399,2008,Qtr 2,April,22,0.0%,0.00%
3400,2008,Qtr 2,April,23,0.0%,0.00%
3401,2008,Qtr 2,April,24,0.0%,0.00%
3402,2008,Qtr 2,April,25,0.0%,0.00%
3403,2008,Qtr 2,April,26,0.0%,0.00%
3404,2008,Qtr 2,April,27,0.0%,0.00%
3405,2008,Qtr 2,April,28,0.0%,0.00%
3406,2008,Qtr 2,April,29,0.0%,0.00%
3407,2008,Qtr 2,April,30,0.0%,0.00%
3408,2008,Qtr 2,May,1,0.0%,0.00%
3409,2008,Qtr 2,May,2,0.0%,0.00%
3410,2008,Qtr 2,May,3,0.0%,0.00%
3411,2008,Qtr 2,May,4,0.0%,0.00%
3412,2008,Qtr 2,May,5,0.0%,0.00%
3413,2008,Qtr 2,May,6,0.0%,0.00%
3414,2008,Qtr 2,May,7,0.0%,0.00%
3415,2008,Qtr 2,May,8,0.0%,0.00%
3416,2008,Qtr 2,May,9,0.0%,0.00%
3417,2008,Qtr 2,May,10,0.0%,0.00%
3418,2008,Qtr 2,May,11,0.0%,0.00%
3419,2008,Qtr 2,May,12,0.0%,0.00%
3420,2008,Qtr 2,May,13,0.0%,0.00%
3421,2008,Qtr 2,May,14,0.0%,0.00%
3422,2008,Qtr 2,May,15,0.0%,0.00%
3423,2008,Qtr 2,May,16,0.0%,0.00%
3424,2008,Qtr 2,May,17,0.0%,0.00%
3425,2008,Qtr 2,May,18,0.0%,0.00%
3426,2008,Qtr 2,May,19,0.0%,0.00%
3427,2008,Qtr 2,May,20,0.0%,0.00%
3428,2008,Qtr 2,May,21,0.0%,0.00%
3429,2008,Qtr 2,May,22,0.0%,0.00%
3430,2008,Qtr 2,May,23,0.0%,0.00%
3431,2008,Qtr 2,May,24,0.0%,0.00%
3432,2008,Qtr 2,May,25,0.0%,0.00%
3433,2008,Qtr 2,May,26,0.0%,0.00%
3434,2008,Qtr 2,May,27,0.0%,0.00%
3435,2008,Qtr 2,May,28,0.0%,0.00%
3436,2008,Qtr 2,May,29,0.0%,0.00%
3437,2008,Qtr 2,May,30,0.0%,0.00%
3438,2008,Qtr 2,May,31,0.0%,0.00%
3439,2008,Qtr 2,June,1,0.0%,0.00%
3440,2008,Qtr 2,June,2,0.0%,0.00%
3441,2008,Qtr 2,June,3,0.0%,0.00%
3442,2008,Qtr 2,June,4,0.0%,0.00%
3443,2008,Qtr 2,June,5,0.0%,0.00%
3444,2008,Qtr 2,June,6,0.0%,0.00%
3445,2008,Qtr 2,June,7,0.0%,0.00%
3446,2008,Qtr 2,June,8,0.0%,0.00%
3447,2008,Qtr 2,June,9,0.0%,0.00%
3448,2008,Qtr 2,June,10,0.0%,0.00%
3449,2008,Qtr 2,June,11,0.0%,0.00%
3450,2008,Qtr 2,June,12,0.0%,0.00%
3451,2008,Qtr 2,June,13,0.0%,0.00%
3452,2008,Qtr 2,June,14,0.0%,0.00%
3453,2008,Qtr 2,June,15,0.0%,0.00%
3454,2008,Qtr 2,June,16,0.0%,0.00%
3455,2008,Qtr 2,June,17,0.0%,0.00%
3456,2008,Qtr 2,June,18,0.0%,0.00%
3457,2008,Qtr 2,June,19,0.0%,0.00%
3458,2008,Qtr 2,June,20,0.0%,0.00%
3459,2008,Qtr 2,June,21,0.0%,0.00%
3460,2008,Qtr 2,June,22,0.0%,0.00%
3461,2008,Qtr 2,June,23,0.0%,0.00%
3462,2008,Qtr 2,June,24,0.0%,0.00%
3463,2008,Qtr 2,June,25,0.0%,0.00%
3464,2008,Qtr 2,June,26,0.0%,0.00%
3465,2008,Qtr 2,June,27,0.0%,0.00%
3466,2008,Qtr 2,June,28,0.0%,0.00%
3467,2008,Qtr 2,June,29,0.0%,0.00%
3468,2008,Qtr 2,June,30,0.0%,0.00%
3469,2008,Qtr 3,July,1,0.0%,0.00%
3470,2008,Qtr 3,July,2,0.0%,0.00%
3471,2008,Qtr 3,July,3,0.0%,0.00%
3472,2008,Qtr 3,July,4,0.0%,0.00%
3473,2008,Qtr 3,July,5,0.0%,0.00%
3474,2008,Qtr 3,July,6,0.0%,0.00%
3475,2008,Qtr 3,July,7,0.0%,0.00%
3476,2008,Qtr 3,July,8,0.0%,0.00%
3477,2008,Qtr 3,July,9,0.0%,0.00%
3478,2008,Qtr 3,July,10,0.0%,0.00%
3479,2008,Qtr 3,July,11,0.0%,0.00%
3480,2008,Qtr 3,July,12,0.0%,0.00%
3481,2008,Qtr 3,July,13,0.0%,0.00%
3482,2008,Qtr 3,July,14,0.0%,0.00%
3483,2008,Qtr 3,July,15,0.0%,0.00%
3484,2008,Qtr 3,July,16,0.0%,0.00%
3485,2008,Qtr 3,July,17,0.0%,0.00%
3486,2008,Qtr 3,July,18,0.0%,0.00%
3487,2008,Qtr 3,July,19,0.0%,0.00%
3488,2008,Qtr 3,July,20,0.0%,0.00%
3489,2008,Qtr 3,July,21,0.0%,0.00%
3490,2008,Qtr 3,July,22,0.0%,0.00%
3491,2008,Qtr 3,July,23,0.0%,0.00%
3492,2008,Qtr 3,July,24,0.0%,0.00%
3493,2008,Qtr 3,July,25,0.0%,0.00%
3494,2008,Qtr 3,July,26,0.0%,0.00%
3495,2008,Qtr 3,July,27,0.0%,0.00%
3496,2008,Qtr 3,July,28,0.0%,0.00%
3497,2008,Qtr 3,July,29,0.0%,0.00%
3498,2008,Qtr 3,July,30,0.0%,0.00%
3499,2008,Qtr 3,July,31,0.0%,0.00%
3500,2008,Qtr 3,August,1,0.0%,0.00%
3501,2008,Qtr 3,August,2,0.0%,0.00%
3502,2008,Qtr 3,August,3,0.0%,0.00%
